ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file,abs_delta_1m,delta_sign,delta_to_vol_ratio,delta_pct_60m,delta_pct_180m,vol_pct_60m,vol_pct_180m,close_minus_open,high_minus_low,body_to_range_ratio,close_location_in_range,price_move_sign,delta_price_alignment_1m,delta_price_efficiency_1m,dist_from_vwap,abs_dist_from_vwap,price_vs_vwap_side,high_above_vwap_flag,low_below_vwap_flag,oi_change_1m,abs_oi_change_1m,oi_change_pct_60m,oi_change_pct_180m,delta_oi_alignment_flag,price_oi_alignment_flag,liq_total_1m,liq_imbalance_1m,liq_dominant_side,liq_burst_flag,delta_vs_liq_relation_flag
2026-03-23 00:00:00,2026-03-23,67824.7,67854.0,67824.7,67830.6,46.284,40.183,86.467,6.100999999999999,0.07055871025940531,67843.03,86671.02,-2.125e-05,0.0,0.0,False,2026-03-23.csv,6.100999999999999,positive,0.07055871025940531,0.16393442622950818,0.1712707182320442,0.6065573770491803,0.4585635359116022,5.900000000008731,29.30000000000291,0.20136518771358858,0.20136518771358858,up,aligned,0.9670545812176253,-12.429999999993015,12.429999999993015,below,True,True,-0.15999999998894054,0.15999999998894054,0.01639344262295082,0.022099447513812154,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:01:00,2026-03-23,67830.6,68000.0,67830.6,67927.8,317.71,122.985,440.695,194.72499999999997,0.4418588819932152,67925.88,86642.33,-2.079e-05,0.121,0.0,False,2026-03-23.csv,194.72499999999997,positive,0.4418588819932152,1.0,0.9779005524861878,1.0,0.9723756906077348,97.19999999999709,169.39999999999418,0.5737898465171217,0.5737898465171217,up,aligned,0.4991654897932834,1.9199999999982538,1.9199999999982538,above,True,True,-28.69000000000233,28.69000000000233,0.9016393442622951,0.8287292817679558,opposed,opposed,0.121,0.121,buy,False,aligned
2026-03-23 00:02:00,2026-03-23,67927.9,67953.9,67884.0,67884.0,56.617,50.22,106.837,6.3969999999999985,0.05987626009715734,67912.27,86642.41,-1.977e-05,0.0,0.0,False,2026-03-23.csv,6.3969999999999985,positive,0.05987626009715734,0.19672131147540983,0.19889502762430938,0.7049180327868853,0.580110497237569,-43.89999999999418,69.89999999999418,0.6280400572245756,0.0,down,opposed,6.862591839924057,-28.270000000004075,28.270000000004075,below,True,True,0.08000000000174623,0.08000000000174623,0.01639344262295082,0.022099447513812154,aligned,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:03:00,2026-03-23,67884.0,67910.0,67852.3,67852.3,75.812,46.316,122.128,29.495999999999995,0.24151709681645483,67880.41,86659.33,-1.977e-05,0.0,0.0,False,2026-03-23.csv,29.495999999999995,positive,0.24151709681645483,0.7049180327868853,0.6298342541436464,0.8032786885245902,0.6574585635359116,-31.69999999999709,57.69999999999709,0.5493934142114157,0.0,down,opposed,1.0747219962027765,-28.110000000000582,28.110000000000582,below,True,True,16.919999999998254,16.919999999998254,0.7377049180327869,0.6906077348066298,aligned,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:04:00,2026-03-23,67852.4,67926.7,67837.9,67922.3,100.07,27.152,127.222,72.91799999999999,0.5731555862979673,67872.06,86677.91,-2.002e-05,0.002,0.064,False,2026-03-23.csv,72.91799999999999,positive,0.5731555862979673,0.8852459016393442,0.8287292817679558,0.8032786885245902,0.6740331491712708,69.90000000000873,88.80000000000291,0.7871621621622347,0.9504504504505176,up,aligned,0.9586110425410562,50.24000000000524,50.24000000000524,above,True,True,18.580000000001746,18.580000000001746,0.7377049180327869,0.6961325966850829,aligned,aligned,0.066,-0.062,sell,False,opposed
2026-03-23 00:05:00,2026-03-23,67922.3,67973.1,67903.1,67927.3,54.009,31.596,85.605,22.413,0.2618188189942176,67938.59,86669.09,-1.961e-05,0.0,0.0,False,2026-03-23.csv,22.413,positive,0.2618188189942176,0.6229508196721312,0.5469613259668509,0.5573770491803278,0.430939226519337,5.0,70.0,0.07142857142857142,0.3457142857142441,up,aligned,0.22308481684736536,-11.289999999993597,11.289999999993597,below,True,True,-8.820000000006985,8.820000000006985,0.47540983606557374,0.4530386740331492,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:06:00,2026-03-23,67927.2,67932.5,67736.0,67747.1,47.98,141.574,189.554,-93.59400000000002,-0.49375903436487767,67796.44,86669.1,-1.89e-05,0.011,0.163,False,2026-03-23.csv,93.59400000000002,negative,0.49375903436487767,0.9344262295081968,0.8784530386740331,0.9344262295081968,0.7900552486187845,-180.09999999999127,196.5,0.9165394402035179,0.05648854961835023,down,aligned,1.9242686496996733,-49.33999999999651,49.33999999999651,below,True,True,0.010000000009313226,0.010000000009313226,0.01639344262295082,0.016574585635359115,opposed,opposed,0.17400000000000002,-0.152,sell,False,aligned
2026-03-23 00:07:00,2026-03-23,67747.1,67930.9,67747.1,67910.8,89.541,42.727,132.268,46.814,0.3539329240632655,67846.84,86676.8,-1.89e-05,0.0,0.0,False,2026-03-23.csv,46.814,positive,0.3539329240632655,0.819672131147541,0.7900552486187845,0.7868852459016393,0.6795580110497238,163.6999999999971,183.79999999998836,0.8906420021763192,0.8906420021763192,up,aligned,3.4968171914383963,63.9600000000064,63.9600000000064,above,True,True,7.69999999999709,7.69999999999709,0.4426229508196721,0.425414364640884,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:08:00,2026-03-23,67910.9,67960.2,67902.9,67927.7,35.695,20.696,56.391,14.998999999999999,0.26598216027380256,67937.24,86678.24,-1.896e-05,0.0,0.0,False,2026-03-23.csv,14.998999999999999,positive,0.26598216027380256,0.4426229508196721,0.4198895027624309,0.3442622950819672,0.2541436464088398,16.80000000000291,57.30000000000291,0.2931937172775228,0.43280977312393804,up,aligned,1.1200746716449705,-9.540000000008149,9.540000000008149,below,True,True,1.4400000000023283,1.4400000000023283,0.16393442622950818,0.09944751381215469,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-23 00:09:00,2026-03-23,67927.6,68017.9,67927.6,67941.7,71.932,20.27,92.202,51.662000000000006,0.5603132253096463,67972.9,86684.09,-1.751e-05,0.619,0.0,False,2026-03-23.csv,51.662000000000006,positive,0.5603132253096463,0.8360655737704918,0.8121546961325967,0.6065573770491803,0.48066298342541436,14.099999999991269,90.29999999998836,0.1561461794019168,0.1561461794019168,up,aligned,0.27292787735649543,-31.19999999999709,31.19999999999709,below,True,True,5.849999999991269,5.849999999991269,0.39344262295081966,0.3756906077348066,aligned,aligned,0.619,0.619,buy,True,aligned
